gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSMUSG00000027342.14	ENSMUST00000028817.6	Pcna	protein_coding	0	1	0	0	0	0	1	chr2:132253190-132253239|Locus_4421	group1
ENSMUSG00000027350.8	ENSMUST00000028826.3	Chgb	protein_coding	0	0	2	0	0	0	2	chr2:132792559-132792983|Locus_2252,chr2:132793159-132793908|Locus_2253	group1
ENSMUSG00000027351.14	ENSMUST00000028829.12	Spred1	protein_coding	0	0	1	1	2	0	2	chr2:117175365-117177845|Locus_1626,chr2:117178146-117178445|Locus_1627	group1
ENSMUSG00000027357.16	ENSMUST00000028835.12	Crls1	protein_coding	0	0	1	0	1	0	1	chr2:132864149-132866153|Locus_13339	group1
ENSMUSG00000027358.6	ENSMUST00000028836.6	Bmp2	protein_coding	0	0	1	0	1	0	1	chr2:133561056-133561705|Locus_2044	group1
ENSMUSG00000027363.15	ENSMUST00000028841.13	Usp8	protein_coding	0	0	2	0	0	0	2	chr2:126729166-126732103|Locus_17052,chr2:126742197-126742621|Locus_17053	group1
ENSMUSG00000079056.12	ENSMUST00000028850.14	Kcnip3	protein_coding	0	0	0	1	0	0	1	chr2:127457448-127457647|Locus_12440	group1
ENSMUSG00000027374.12	ENSMUST00000028852.12	Mrps5	protein_coding	0	0	1	0	1	0	1	chr2:127603827-127604001|Locus_16665	group1
ENSMUSG00000027375.14	ENSMUST00000028854.14	Mal	protein_coding	0	1	1	1	1	0	3	chr2:127656218-127656292|Locus_3894,chr2:127634251-127638609|Locus_3895,chr2:127633476-127633600|Locus_3896	group1
ENSMUSG00000027378.16	ENSMUST00000028857.13	Nphp1	protein_coding	0	0	2	0	1	0	2	chr2:127773914-127777332|Locus_12031,chr2:127740757-127741056|Locus_12032	group1
ENSMUSG00000027397.14	ENSMUST00000028880.9	Slc20a1	protein_coding	0	0	1	0	0	1	2	chr2:129204869-129204918|Locus_5286,chr2:129208086-129208485|Locus_5287	group1
ENSMUSG00000027400.11	ENSMUST00000028883.11	Pdyn	protein_coding	0	0	1	2	1	0	3	chr2:129687940-129688439|Locus_4458,chr2:129687490-129687789|Locus_4459,chr2:129686690-129687264|Locus_4460	group1
ENSMUSG00000027419.9	ENSMUST00000028905.9	Pcsk2	protein_coding	0	1	1	1	1	0	3	chr2:143546156-143546355|Locus_4429,chr2:143813351-143813975|Locus_4430,chr2:143814101-143814275|Locus_4431	group1
ENSMUSG00000027425.18	ENSMUST00000028911.14	Kat14	protein_coding	0	0	2	0	1	0	2	chr2:144373227-144375407|Locus_7638,chr2:144393875-144400706|Locus_7639	group1
ENSMUSG00000027427.13	ENSMUST00000028914.8	Polr3f	protein_coding	0	0	1	0	1	0	1	chr2:144537282-144539210|Locus_14838	group1
ENSMUSG00000027430.12	ENSMUST00000028917.6	Dtd1	protein_coding	0	0	0	1	1	0	1	chr2:144747069-144768330|Locus_13029	group1
ENSMUSG00000027439.9	ENSMUST00000028928.7	Gzf1	protein_coding	0	0	2	0	1	0	2	chr2:148681448-148686530|Locus_16051,chr2:148690753-148691252|Locus_16052	group1
ENSMUSG00000027447.6	ENSMUST00000028938.6	Cst3	protein_coding	0	0	0	2	2	0	2	chr2:148871847-148871921|Locus_2388,chr2:148871747-148871796|Locus_2389	group1
ENSMUSG00000027452.11	ENSMUST00000028944.3	Acss1	protein_coding	0	0	0	3	0	0	3	chr2:150618805-150618904|Locus_14416,chr2:150618580-150618779|Locus_14417,chr2:150618480-150618554|Locus_14418	group1
ENSMUSG00000027465.13	ENSMUST00000028963.13	Tbc1d20	protein_coding	0	0	1	1	1	0	2	chr2:152311421-152311975|Locus_13744,chr2:152313776-152313975|Locus_13745	group1
ENSMUSG00000027475.9	ENSMUST00000028977.6	Kif3b	protein_coding	0	0	2	2	1	0	4	chr2:153316350-153316699|Locus_3602,chr2:153316850-153320339|Locus_3603,chr2:153330231-153330780|Locus_3604,chr2:153332506-153333180|Locus_3605	group1
ENSMUSG00000027479.14	ENSMUST00000028981.8	Mapre1	protein_coding	0	0	0	1	1	0	1	chr2:153767125-153767374|Locus_2538	group1
ENSMUSG00000027488.12	ENSMUST00000028991.6	Snta1	protein_coding	0	0	0	1	1	0	1	chr2:154376513-154376762|Locus_5338	group1
ENSMUSG00000027499.12	ENSMUST00000028999.11	Pkia	protein_coding	0	0	0	1	1	0	1	chr3:7442121-7442195|Locus_4544	group1
ENSMUSG00000027500.10	ENSMUST00000029002.8	Stmn2	protein_coding	0	1	0	0	0	0	1	chr3:8509460-8509509|Locus_5120	group1
ENSMUSG00000027509.11	ENSMUST00000029013.9	Rae1	protein_coding	0	0	1	0	1	0	1	chr2:173015311-173015585|Locus_13402	group1
ENSMUSG00000027519.10	ENSMUST00000029024.9	Rab22a	protein_coding	0	0	2	0	2	0	2	chr2:173701030-173701148|Locus_642,chr2:173695991-173701487|Locus_4856	group1
ENSMUSG00000027524.9	ENSMUST00000029030.8	Edn3	protein_coding	0	0	0	1	0	0	1	chr2:174782155-174782679|Locus_2552	group1
ENSMUSG00000027533.10	ENSMUST00000029046.8	Fabp5	protein_coding	0	0	2	0	0	0	2	chr3:10012548-10012697|Locus_3619,chr3:10014923-10015047|Locus_3620	group1
ENSMUSG00000027540.13	ENSMUST00000029053.7	Ptpn1	protein_coding	0	0	1	2	1	0	3	chr2:167976528-167976902|Locus_4758,chr2:167977353-167977777|Locus_4759,chr2:167978003-167978177|Locus_4760	group1
ENSMUSG00000027568.9	ENSMUST00000029084.8	Ntsr1	protein_coding	0	0	1	3	0	0	4	chr2:180500501-180500675|Locus_4350,chr2:180543039-180543338|Locus_4351,chr2:180543514-180543888|Locus_4352,chr2:180544514-180544638|Locus_4353	group1
ENSMUSG00000027569.15	ENSMUST00000029085.8	Mrgbp	protein_coding	0	0	0	1	0	0	1	chr2:180585756-180586005|Locus_15691	group1
ENSMUSG00000049401.10	ENSMUST00000029087.3	Ogfr	protein_coding	0	1	2	0	0	0	3	chr2:180589395-180589444|Locus_15308,chr2:180589495-180589544|Locus_15309,chr2:180594407-180594706|Locus_15310	group1
ENSMUSG00000027573.11	ENSMUST00000029090.8	Gid8	protein_coding	0	0	1	0	1	0	1	chr2:180717014-180718494|Locus_16398	group1
ENSMUSG00000027582.16	ENSMUST00000029105.11	Zgpat	protein_coding	0	0	1	0	1	0	1	chr2:181380458-181381032|Locus_7708	group1
ENSMUSG00000027583.13	ENSMUST00000029106.12	Zbtb46	protein_coding	0	0	3	0	1	0	3	chr2:181423835-181424159|Locus_15348,chr2:181423435-181423634|Locus_15349,chr2:181391137-181391386|Locus_15350	group1
ENSMUSG00000027589.14	ENSMUST00000029116.13	Pcmtd2	protein_coding	0	0	1	1	2	0	2	chr2:181854954-181855478|Locus_9553,chr2:181855504-181855553|Locus_9554	group1
ENSMUSG00000027599.9	ENSMUST00000029125.9	Armc1	protein_coding	0	0	1	0	1	0	1	chr3:19133777-19134845|Locus_15950	group1
ENSMUSG00000027598.16	ENSMUST00000029126.14	Itch	protein_coding	0	0	0	1	1	0	1	chr2:155224472-155224646|Locus_3434	group1
ENSMUSG00000027612.7	ENSMUST00000029141.5	Mmp24	protein_coding	0	0	1	2	1	0	3	chr2:155814111-155816058|Locus_4001,chr2:155817684-155818358|Locus_4002,chr2:155817730-155818854|Locus_12813	group1
ENSMUSG00000027613.15	ENSMUST00000029142.14	Eif6	protein_coding	0	1	0	0	0	0	1	chr2:155826624-155826748|Locus_3444	group1
ENSMUSG00000027618.17	ENSMUST00000029147.15	Nfs1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000027637.3	ENSMUST00000029165.3	1110008F13Rik	protein_coding	0	0	2	0	2	0	2	chr2:156872716-156873492|Locus_13825,chr2:156873032-156873506|Locus_16675	group1
ENSMUSG00000027649.15	ENSMUST00000029178.6	Ctnnbl1	protein_coding	0	0	1	0	0	0	1	chr2:157737451-157774426|Locus_13381	group1
ENSMUSG00000027650.12	ENSMUST00000029179.10	Tti1	protein_coding	0	0	3	0	0	0	3	chr2:158008688-158009137|Locus_16197,chr2:158008213-158008662|Locus_16198,chr2:158007213-158008162|Locus_16199	group1
ENSMUSG00000027654.2	ENSMUST00000029183.2	Fam83d	protein_coding	0	0	1	0	0	0	1	chr2:158785447-158785721|Locus_15220	group1
ENSMUSG00000027655.14	ENSMUST00000029186.13	Dhx35	protein_coding	0	0	0	1	0	0	1	chr2:158857720-158857794|Locus_15153	group1
ENSMUSG00000018459.15	ENSMUST00000029208.14	Slc13a3	protein_coding	0	0	0	1	0	0	1	chr2:165405353-165405452|Locus_1622	group1
ENSMUSG00000027676.11	ENSMUST00000029222.7	Ccdc39	protein_coding	0	0	2	0	0	0	2	chr3:33825402-33825451|Locus_11853,chr3:33821306-33821505|Locus_11854	group1
ENSMUSG00000027706.8	ENSMUST00000029256.8	Sec62	protein_coding	0	0	2	0	1	0	2	chr3:30809822-30812322|Locus_14599,chr3:30814300-30819120|Locus_14600	group1
ENSMUSG00000027709.9	ENSMUST00000029259.9	Mccc1	protein_coding	0	0	1	0	1	0	1	chr3:35959837-35960939|Locus_15293	group1
ENSMUSG00000027716.13	ENSMUST00000029271.4	Trpc3	protein_coding	0	0	2	0	1	0	2	chr3:36670845-36671419|Locus_6745,chr3:36621232-36624403|Locus_6746	group1
ENSMUSG00000027737.10	ENSMUST00000029297.5	Slc7a11	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000027748.11	ENSMUST00000029311.10	Trpc4	protein_coding	0	0	4	0	1	0	4	chr3:54177826-54194985|Locus_6747,chr3:54195036-54222617|Locus_6748,chr3:54266114-54266263|Locus_6749,chr3:54315853-54318264|Locus_6750	group1
ENSMUSG00000027765.6	ENSMUST00000029331.6	P2ry1	protein_coding	0	1	1	0	1	0	2	chr3:61002795-61003144|Locus_4391,chr3:61003945-61007668|Locus_4392	group1
ENSMUSG00000027770.5	ENSMUST00000029336.5	Dhx36	protein_coding	0	0	1	1	1	0	2	chr3:62470463-62471411|Locus_15354,chr3:62468813-62468987|Locus_15355	group1
ENSMUSG00000027775.9	ENSMUST00000029344.9	Mfsd1	protein_coding	0	0	0	1	1	0	1	chr3:67602846-67602920|Locus_13509	group1
ENSMUSG00000027782.10	ENSMUST00000029353.8	Kpna4	protein_coding	0	0	1	0	0	0	1	chr3:69126874-69127113|Locus_3635	group1
ENSMUSG00000027784.10	ENSMUST00000029355.8	Ppm1l	protein_coding	0	0	0	3	1	0	3	chr3:69553319-69553793|Locus_9189,chr3:69553844-69554893|Locus_9190,chr3:69556019-69556318|Locus_9191	group1
ENSMUSG00000027792.11	ENSMUST00000029367.5	Bche	protein_coding	0	0	2	0	0	0	2	chr3:73701650-73701924|Locus_2007,chr3:73700850-73701124|Locus_2008	group1
ENSMUSG00000027796.2	ENSMUST00000029371.2	Smad9	protein_coding	0	0	2	0	1	0	2	chr3:54782342-54782516|Locus_12263,chr3:54797440-54797764|Locus_12264	group1
ENSMUSG00000027799.12	ENSMUST00000029374.7	Nbea	protein_coding	0	0	1	0	0	0	1	chr3:56004661-56005535|Locus_9671	group1
ENSMUSG00000027810.14	ENSMUST00000029387.14	Eif2a	protein_coding	0	0	1	0	0	1	2	chr3:58545643-58545692|Locus_7725,chr3:58545768-58548736|Locus_7726	group1
ENSMUSG00000027811.9	ENSMUST00000029388.9	4930579G24Rik	protein_coding	0	0	1	0	1	0	1	chr3:79631201-79631500|Locus_16303	group1
ENSMUSG00000027823.9	ENSMUST00000029405.7	Gmps	protein_coding	0	0	0	1	0	0	1	chr3:64019625-64019824|Locus_7729	group1
ENSMUSG00000027824.4	ENSMUST00000029406.4	Vmn2r1	protein_coding	0	0	1	0	0	0	1	chr3:64089705-64089929|Locus_12482	group1
ENSMUSG00000027829.15	ENSMUST00000029416.13	Ccnl1	protein_coding	0	0	1	0	1	0	1	chr3:65946301-65946875|Locus_12507	group1
ENSMUSG00000027848.12	ENSMUST00000029440.9	Olfml3	protein_coding	0	0	1	1	2	0	2	chr3:103735990-103736564|Locus_17393,chr3:103735565-103735764|Locus_17394	group1
ENSMUSG00000063260.2	ENSMUST00000029441.3	Syt10	protein_coding	0	0	1	0	0	0	1	chr15:89814136-89826874|Locus_12157	group1
ENSMUSG00000033014.12	ENSMUST00000029444.12	Trim33	protein_coding	0	0	1	1	1	0	2	chr3:103353671-103354195|Locus_17215,chr3:103354971-103355320|Locus_17216	group1
ENSMUSG00000068823.10	ENSMUST00000029446.12	Csde1	protein_coding	0	1	0	0	0	0	1	chr3:103020626-103020725|Locus_7767	group1
ENSMUSG00000027860.15	ENSMUST00000029453.12	Vangl1	protein_coding	0	0	2	1	2	0	3	chr3:102184226-102189450|Locus_7764,chr3:102158283-102158407|Locus_7765,chr3:102157883-102158207|Locus_7766	group1
ENSMUSG00000027861.13	ENSMUST00000029454.11	Casq2	protein_coding	0	0	1	0	1	0	1	chr3:102145429-102145628|Locus_2146	group1
ENSMUSG00000027879.9	ENSMUST00000029476.8	Sec22b	protein_coding	0	0	1	0	1	0	1	chr3:97921268-97921442|Locus_5157	group1
ENSMUSG00000040322.10	ENSMUST00000029477.10	Slc25a24	protein_coding	0	0	1	0	1	0	1	chr3:109166402-109166551|Locus_7791	group1
ENSMUSG00000027881.14	ENSMUST00000029480.8	Prpf38b	protein_coding	0	0	1	0	1	0	1	chr3:108903805-108904729|Locus_13553	group1
ENSMUSG00000027883.15	ENSMUST00000029482.15	Gpsm2	protein_coding	0	0	1	0	1	0	1	chr3:108679413-108679787|Locus_16337	group1
ENSMUSG00000027896.15	ENSMUST00000029502.13	Slc16a4	protein_coding	0	0	1	0	0	0	1	chr3:107300909-107301058|Locus_7777	group1
ENSMUSG00000027937.15	ENSMUST00000029546.14	Jtb	protein_coding	0	1	1	0	1	0	2	chr3:90231597-90231746|Locus_8782,chr3:90235408-90235832|Locus_8783	group1
ENSMUSG00000027940.18	ENSMUST00000029549.15	Tpm3	protein_coding	0	1	0	0	0	0	1	chr3:90079587-90079661|Locus_12776	group1
ENSMUSG00000027942.16	ENSMUST00000029551.2	4933434E20Rik	protein_coding	0	0	1	0	1	0	1	chr3:90064499-90065878|Locus_15734	group1
ENSMUSG00000027950.7	ENSMUST00000029562.4	Chrnb2	protein_coding	0	0	1	3	1	0	4	chr3:89757113-89757162|Locus_1603,chr3:89756113-89756487|Locus_1604,chr3:89755188-89755487|Locus_1605,chr3:89753988-89754312|Locus_1606	group1
ENSMUSG00000027951.16	ENSMUST00000029563.13	Adar	protein_coding	0	0	1	0	0	0	1	chr3:89734915-89735189|Locus_12414	group1
ENSMUSG00000027954.9	ENSMUST00000029566.8	Efna1	protein_coding	0	0	1	0	1	0	1	chr3:89271883-89272532|Locus_2562	group1
ENSMUSG00000027956.11	ENSMUST00000029568.6	Tmem144	protein_coding	0	0	0	1	1	0	1	chr3:79813714-79814038|Locus_14908	group1
ENSMUSG00000089911.4	ENSMUST00000029570.8	Mfsd14a	protein_coding	0	0	1	0	1	0	1	chr3:116631989-116632388|Locus_3222	group1
ENSMUSG00000027961.7	ENSMUST00000029573.7	Lrrc39	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000027962.14	ENSMUST00000029574.12	Vcam1	protein_coding	0	1	1	0	1	0	2	chr3:116129461-116129510|Locus_6849,chr3:116110574-116110998|Locus_6850	group1
ENSMUSG00000027963.14	ENSMUST00000029575.11	Extl2	protein_coding	0	0	2	0	1	0	2	chr3:116024064-116025378|Locus_12666,chr3:116027021-116028195|Locus_12667	group1
ENSMUSG00000027978.9	ENSMUST00000029603.9	Prss12	protein_coding	0	0	1	0	1	0	1	chr3:123505535-123506470|Locus_4676	group1
ENSMUSG00000027995.10	ENSMUST00000029623.10	Tlr2	protein_coding	0	0	2	0	1	0	2	chr3:83838147-83838396|Locus_9060,chr3:83836447-83836771|Locus_9061	group1
ENSMUSG00000027996.13	ENSMUST00000029625.7	Sfrp2	protein_coding	0	0	1	2	2	0	3	chr3:83772121-83773263|Locus_5151,chr3:83773489-83773688|Locus_5152,chr3:83773764-83774013|Locus_5153	group1
ENSMUSG00000028004.12	ENSMUST00000029633.4	Npy2r	protein_coding	0	0	1	1	1	0	2	chr3:82539833-82547876|Locus_4289,chr3:82538558-82538857|Locus_4290	group1
ENSMUSG00000028015.3	ENSMUST00000029649.2	Ctso	protein_coding	0	0	1	1	1	0	2	chr3:81932601-81932675|Locus_7730,chr3:81954278-81955077|Locus_7731	group1
ENSMUSG00000028016.9	ENSMUST00000029650.8	Ints12	protein_coding	0	0	1	0	1	0	1	chr3:133108944-133109493|Locus_15197	group1
ENSMUSG00000028018.15	ENSMUST00000029651.10	Gstcd	protein_coding	0	0	2	0	0	0	2	chr3:133084675-133084974|Locus_13935,chr3:133082056-133082430|Locus_13936	group1
ENSMUSG00000028019.9	ENSMUST00000029652.3	Pdgfc	protein_coding	0	0	1	0	1	0	1	chr3:81212527-81213301|Locus_12197	group1
ENSMUSG00000028020.16	ENSMUST00000029654.14	Glrb	protein_coding	0	0	1	0	1	0	1	chr3:80844949-80850923|Locus_3043	group1
ENSMUSG00000028032.13	ENSMUST00000029666.13	Papss1	protein_coding	0	0	1	0	1	0	1	chr3:131631771-131643318|Locus_8872	group1
ENSMUSG00000028033.16	ENSMUST00000029667.12	Kcnq5	protein_coding	0	0	1	4	2	0	5	chr1:21402078-21402902|Locus_7356,chr1:21401928-21401977|Locus_7357,chr1:21401803-21401852|Locus_7358,chr1:21401628-21401777|Locus_7359,chr1:21399353-21400102|Locus_7360	group1
ENSMUSG00000028057.14	ENSMUST00000029692.14	Rit1	protein_coding	0	0	1	0	1	0	1	chr3:88729121-88730195|Locus_5037	group1
ENSMUSG00000028060.14	ENSMUST00000029696.10	2810403A07Rik	protein_coding	0	0	1	1	1	0	2	chr3:88711630-88712029|Locus_15921,chr3:88712405-88712854|Locus_15922	group1
ENSMUSG00000028062.15	ENSMUST00000029698.14	Lamtor2	protein_coding	0	0	3	0	1	0	3	chr3:88552807-88552981|Locus_17010,chr3:88551085-88552781|Locus_17011,chr3:88549944-88550859|Locus_17012	group1
ENSMUSG00000028064.17	ENSMUST00000029700.11	Sema4a	protein_coding	0	0	0	2	1	0	2	chr3:88436509-88436558|Locus_654,chr3:88436359-88436408|Locus_655	group1
ENSMUSG00000028069.16	ENSMUST00000029707.12	Gpatch4	protein_coding	0	0	1	0	1	0	1	chr3:88055047-88055921|Locus_13360	group1
ENSMUSG00000028078.14	ENSMUST00000029719.13	Dclk2	protein_coding	0	0	1	0	1	0	1	chr3:86786601-86787275|Locus_14936	group1
ENSMUSG00000028096.13	ENSMUST00000029738.13	Gpr89	protein_coding	0	0	1	0	1	0	1	chr3:96871056-96871505|Locus_13931	group1
ENSMUSG00000015947.10	ENSMUST00000029748.7	Fcgr1	protein_coding	0	0	1	0	1	0	1	chr3:96284134-96284483|Locus_2798	group1
ENSMUSG00000028114.16	ENSMUST00000029759.15	Mettl14	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000028121.8	ENSMUST00000029766.8	Bcar3	protein_coding	0	0	1	0	0	0	1	chr3:122512526-122512975|Locus_10366	group1
ENSMUSG00000028124.15	ENSMUST00000029769.13	Gclm	protein_coding	0	0	0	1	0	0	1	chr3:122267167-122267241|Locus_3037	group1
ENSMUSG00000028128.13	ENSMUST00000029771.12	F3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000028140.13	ENSMUST00000029786.13	Mrpl9	protein_coding	0	0	1	0	1	0	1	chr3:94447786-94448210|Locus_16750	group1
ENSMUSG00000028150.14	ENSMUST00000029795.9	Rorc	protein_coding	0	0	1	0	1	0	1	chr3:94397318-94397617|Locus_5057	group1
ENSMUSG00000028152.10	ENSMUST00000029800.8	Tspan5	protein_coding	0	0	1	0	1	0	1	chr3:138898322-138903266|Locus_12328	group1
ENSMUSG00000028156.12	ENSMUST00000029803.11	Eif4e	protein_coding	0	0	1	0	1	0	1	chr3:138555410-138555784|Locus_222	group1
ENSMUSG00000005813.12	ENSMUST00000029804.12	Metap1	protein_coding	0	0	1	0	1	0	1	chr3:138460031-138460480|Locus_16242	group1
ENSMUSG00000028159.14	ENSMUST00000029806.12	Dapp1	protein_coding	0	0	1	0	1	0	1	chr3:137932682-137933181|Locus_9636	group1
ENSMUSG00000028163.17	ENSMUST00000029812.13	Nfkb1	protein_coding	0	0	1	0	1	0	1	chr3:135585280-135585479|Locus_4224	group1
ENSMUSG00000028164.15	ENSMUST00000029814.9	Manba	protein_coding	0	0	1	0	1	0	1	chr3:135570259-135570808|Locus_1440	group1
ENSMUSG00000028165.9	ENSMUST00000029815.7	Cisd2	protein_coding	0	0	0	1	0	0	1	chr3:135406662-135406786|Locus_13598	group1
ENSMUSG00000028172.5	ENSMUST00000029822.5	Tacr3	protein_coding	0	0	1	1	1	0	2	chr3:134829207-134829306|Locus_5961,chr3:134932468-134932667|Locus_5962	group1
ENSMUSG00000028195.4	ENSMUST00000029846.4	Cyr61	protein_coding	0	0	1	0	1	0	1	chr3:145647376-145647800|Locus_3359	group1
ENSMUSG00000028211.11	ENSMUST00000029865.3	Trp53inp1	protein_coding	0	0	2	0	1	0	2	chr4:11164344-11165138|Locus_12810,chr4:11167985-11169954|Locus_12811	group1
ENSMUSG00000028221.3	ENSMUST00000029875.3	Tmem55a	protein_coding	0	0	0	1	0	0	1	chr4:14914763-14915137|Locus_15486	group1
ENSMUSG00000028224.14	ENSMUST00000029879.14	Nbn	protein_coding	0	0	1	0	0	0	1	chr4:15979393-15981710|Locus_10183	group1
ENSMUSG00000028226.15	ENSMUST00000029881.9	Mmp16	protein_coding	0	0	1	1	1	0	2	chr4:18112057-18116378|Locus_3998,chr4:18118979-18119145|Locus_4000	group1
ENSMUSG00000028246.13	ENSMUST00000029908.7	Faxc	protein_coding	0	0	1	0	1	0	1	chr4:21982458-21993802|Locus_16339	group1
ENSMUSG00000028247.2	ENSMUST00000029909.2	Coq3	protein_coding	0	0	1	0	1	0	1	chr4:21910566-21910740|Locus_7806	group1
ENSMUSG00000028245.15	ENSMUST00000029910.11	Nsmaf	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000028248.15	ENSMUST00000029911.11	Pnisr	protein_coding	0	1	2	0	0	0	3	chr4:21847958-21848007|Locus_13369,chr4:21871587-21873738|Locus_13370,chr4:21874314-21874438|Locus_13371	group1
ENSMUSG00000028249.15	ENSMUST00000029912.10	Sdcbp	protein_coding	0	0	0	1	0	0	1	chr4:6396257-6396706|Locus_4329	group1
ENSMUSG00000028251.5	ENSMUST00000029915.5	Tstd3	protein_coding	0	1	2	1	0	0	4	chr4:21767075-21767212|Locus_16540,chr4:21758132-21759375|Locus_16541,chr4:21757557-21757931|Locus_16542,chr4:21767156-21776271|Locus_16648	group1
ENSMUSG00000028261.13	ENSMUST00000029925.9	Ndufaf4	protein_coding	0	0	1	0	1	0	1	chr4:24898583-24902074|Locus_14330	group1
ENSMUSG00000028271.9	ENSMUST00000029938.9	Gtf2b	protein_coding	0	0	1	0	1	0	1	chr3:142783277-142783476|Locus_7801	group1
ENSMUSG00000052430.15	ENSMUST00000029948.14	Bmpr1b	protein_coding	0	0	1	0	1	0	1	chr3:141840336-141842954|Locus_2051	group1
ENSMUSG00000028289.12	ENSMUST00000029964.11	Epha7	protein_coding	0	0	1	1	1	0	2	chr4:28962518-28964315|Locus_2640,chr4:28964391-28964640|Locus_2641	group1
ENSMUSG00000028293.14	ENSMUST00000029970.13	Slc35a1	protein_coding	0	0	1	0	1	0	1	chr4:34663857-34664156|Locus_9007	group1
ENSMUSG00000015243.4	ENSMUST00000030010.3	Abca1	protein_coding	0	0	1	1	1	0	2	chr4:53033487-53035414|Locus_1548,chr4:53032087-53032486|Locus_1549	group1
ENSMUSG00000028334.10	ENSMUST00000030018.4	Nans	protein_coding	0	0	0	1	1	0	1	chr4:46502827-46503051|Locus_17218	group1
ENSMUSG00000028337.14	ENSMUST00000030021.13	Coro2a	protein_coding	0	0	2	0	2	0	2	chr4:46537308-46539225|Locus_948,chr4:46538962-46539211|Locus_1159	group1
ENSMUSG00000028341.9	ENSMUST00000030025.9	Nr4a3	protein_coding	0	0	2	0	2	0	2	chr4:48083111-48083160|Locus_4262,chr4:48083311-48083585|Locus_4263	group1
ENSMUSG00000028344.12	ENSMUST00000030029.9	Invs	protein_coding	0	0	1	1	1	0	2	chr4:48421542-48422041|Locus_3414,chr4:48429799-48429973|Locus_3415	group1
ENSMUSG00000028348.7	ENSMUST00000030033.4	Cavin4	protein_coding	0	0	1	0	0	0	1	chr4:48663664-48663838|Locus_14167	group1
ENSMUSG00000028351.5	ENSMUST00000030036.5	Brinp1	protein_coding	0	1	1	0	1	0	2	chr4:68954267-68954391|Locus_12511,chr4:68761689-68763063|Locus_12512	group1
ENSMUSG00000028354.13	ENSMUST00000030039.12	Fmn2	protein_coding	0	0	4	0	0	0	4	chr1:174502125-174502399|Locus_12119,chr1:174502550-174502899|Locus_12120,chr1:174503350-174503524|Locus_12121,chr1:174593070-174608934|Locus_12122	group1
ENSMUSG00000028364.15	ENSMUST00000030056.11	Tnc	protein_coding	0	0	2	0	0	0	2	chr4:64017718-64017892|Locus_6693,chr4:64017143-64017267|Locus_6694	group1
ENSMUSG00000028382.15	ENSMUST00000030076.11	Ptbp3	protein_coding	0	0	1	0	1	0	1	chr4:59476543-59476992|Locus_7829	group1
ENSMUSG00000028383.17	ENSMUST00000030078.11	Hsdl2	protein_coding	0	0	1	0	0	0	1	chr4:59610690-59612745|Locus_15466	group1
ENSMUSG00000028385.14	ENSMUST00000030080.6	Snx30	protein_coding	0	0	1	1	1	0	2	chr4:59894638-59899517|Locus_5631,chr4:59899568-59899692|Locus_5632	group1
ENSMUSG00000028394.9	ENSMUST00000030091.9	Pole3	protein_coding	0	0	2	0	1	0	2	chr4:62524979-62525068|Locus_12729,chr4:62523699-62524405|Locus_12730	group1
ENSMUSG00000028398.8	ENSMUST00000030103.8	Tmem261	protein_coding	0	0	0	1	1	0	1	chr4:75277429-75277628|Locus_13555	group1
ENSMUSG00000028410.13	ENSMUST00000030118.9	Dnaja1	protein_coding	0	0	1	0	0	0	1	chr4:40732077-40732201|Locus_3271	group1
ENSMUSG00000028413.13	ENSMUST00000030121.12	B4galt1	protein_coding	0	0	0	1	1	0	1	chr4:40806777-40807051|Locus_3018	group1
ENSMUSG00000028423.15	ENSMUST00000030133.14	Nfx1	protein_coding	0	0	1	0	1	0	1	chr4:41011959-41012258|Locus_15899	group1
ENSMUSG00000028426.10	ENSMUST00000030134.8	Rad23b	protein_coding	0	0	1	0	1	0	1	chr4:55385498-55390079|Locus_4877	group1
ENSMUSG00000028430.14	ENSMUST00000030138.8	Nol6	protein_coding	0	0	1	0	1	0	1	chr4:41115127-41115701|Locus_7808	group1
ENSMUSG00000028431.11	ENSMUST00000030140.2	Ikbkap	protein_coding	0	0	0	1	1	0	1	chr4:56751180-56751579|Locus_7826	group1
