anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
CDS (ENSMUST00000037378.5, CDS 3 of 3, 247bp)	chr11	83440909	83441233	325	chr11:83440909-83441233|Locus_13169	group1	protein_coding	1700020L24Rik	CDS	ENSMUST00000037378.5
CDS (ENSMUST00000037383.12, CDS 6 of 6, 192bp)	chr12	8283988	8285287	1300	chr12:8283988-8285287|Locus_14449	group1	protein_coding	Ldah	CDS	ENSMUST00000037383.12
CDS (ENSMUST00000037397.7, CDS 6 of 11, 2110bp)	chr9	8101250	8101799	550	chr9:8101250-8101799|Locus_8379	group1	protein_coding	Cep126	CDS	ENSMUST00000037397.7
CDS (ENSMUST00000037397.7, CDS 6 of 11, 2110bp)	chr9	8100875	8100949	75	chr9:8100875-8100949|Locus_8380	group1	protein_coding	Cep126	CDS	ENSMUST00000037397.7
CDS (ENSMUST00000037397.7, CDS 6 of 11, 2110bp)	chr9	8100100	8100524	425	chr9:8100100-8100524|Locus_8381	group1	protein_coding	Cep126	CDS	ENSMUST00000037397.7
CDS (ENSMUST00000037401.9, CDS 5 of 17, 388bp)	chr2	156267357	156267531	175	chr2:156267357-156267531|Locus_7653	group1	protein_coding	Phf20	CDS	ENSMUST00000037401.9
CDS (ENSMUST00000037401.9, CDS 17 of 17, 143bp)	chr2	156307315	156308289	975	chr2:156307315-156308289|Locus_7654	group1	protein_coding	Phf20	CDS	ENSMUST00000037401.9
CDS (ENSMUST00000037409.12, CDS 1 of 6, 488bp)	chr3	100922739	100922963	225	chr3:100922739-100922963|Locus_7761	group1	protein_coding	Trim45	CDS	ENSMUST00000037409.12
CDS (ENSMUST00000037418.6, CDS 2 of 6, 306bp)	chr12	87172337	87174227	1891	chr12:87172337-87174227|Locus_11446	group1	protein_coding	Tmed8	CDS	ENSMUST00000037418.6
UTR3 (ENSMUST00000037418.6)	chr12	87171962	87172236	275	chr12:87171962-87172236|Locus_11447	group1	protein_coding	Tmed8	UTR3	ENSMUST00000037418.6
UTR3 (ENSMUST00000037418.6)	chr12	87170837	87171011	175	chr12:87170837-87171011|Locus_11448	group1	protein_coding	Tmed8	UTR3	ENSMUST00000037418.6
UTR3 (ENSMUST00000037418.6)	chr12	87170312	87170686	375	chr12:87170312-87170686|Locus_11449	group1	protein_coding	Tmed8	UTR3	ENSMUST00000037418.6
UTR3 (ENSMUST00000037472.12)	chr7	4147483	4147782	300	chr7:4147483-4147782|Locus_8116	group1	protein_coding	Leng8	UTR3	ENSMUST00000037472.12
UTR3 (ENSMUST00000037472.12)	chr7	4147983	4148177	195	chr7:4147983-4148177|Locus_8117	group1	protein_coding	Leng8	UTR3	ENSMUST00000037472.12
UTR3 (ENSMUST00000037472.12)	chr7	4147915	4148189	275	chr7:4147915-4148189|Locus_9342	group1	protein_coding	Leng8	UTR3	ENSMUST00000037472.12
CDS (ENSMUST00000037473.4, CDS 2 of 8, 646bp)	chr14	49073606	49074180	575	chr14:49073606-49074180|Locus_15996	group1	protein_coding	Ap5m1	CDS	ENSMUST00000037473.4
UTR5 (ENSMUST00000037480.8)	chr11	98863688	98863887	200	chr11:98863688-98863887|Locus_14342	group1	protein_coding	Wipf2	UTR5	ENSMUST00000037480.8
CDS (ENSMUST00000037480.8, CDS 4 of 7, 657bp)	chr11	98892330	98892679	350	chr11:98892330-98892679|Locus_14343	group1	protein_coding	Wipf2	CDS	ENSMUST00000037480.8
UTR3 (ENSMUST00000037480.8)	chr11	98899847	98900096	250	chr11:98899847-98900096|Locus_14344	group1	protein_coding	Wipf2	UTR3	ENSMUST00000037480.8
CDS (ENSMUST00000037484.14, CDS 8 of 23, 388bp)	chr9	80113782	80114081	300	chr9:80113782-80114081|Locus_6178	group1	protein_coding	Senp6	CDS	ENSMUST00000037484.14
CDS (ENSMUST00000037484.14, CDS 18 of 23, 425bp)	chr9	80136566	80136715	150	chr9:80136566-80136715|Locus_6179	group1	protein_coding	Senp6	CDS	ENSMUST00000037484.14
CDS (ENSMUST00000037484.14, CDS 22 of 23, 151bp)	chr9	80142359	80144087	1729	chr9:80142359-80144087|Locus_6180	group1	protein_coding	Senp6	CDS	ENSMUST00000037484.14
CDS (ENSMUST00000037488.7, CDS 53 of 53, 456bp)	chr12	40844267	40844641	375	chr12:40844267-40844641|Locus_8650	group1	protein_coding	Dock4	CDS	ENSMUST00000037488.7
UTR3 (ENSMUST00000037489.14)	chr17	34612499	34612998	500	chr17:34612499-34612998|Locus_12246	group1	protein_coding	Agpat1	UTR3	ENSMUST00000037489.14
UTR5 (ENSMUST00000037528.9)	chr7	99381739	99382088	350	chr7:99381739-99382088|Locus_8221	group1	protein_coding	Gdpd5	UTR5	ENSMUST00000037528.9
UTR3 (ENSMUST00000037528.9)	chr7	99460586	99461060	475	chr7:99460586-99461060|Locus_8222	group1	protein_coding	Gdpd5	UTR3	ENSMUST00000037528.9
UTR3 (ENSMUST00000037547.8)	chr2	118792921	118793645	725	chr2:118792921-118793645|Locus_6080	group1	protein_coding	Disp2	UTR3	ENSMUST00000037547.8
UTR5 (ENSMUST00000037551.14)	chr15	76689483	76690609	1127	chr15:76689483-76690609|Locus_15639	group1	protein_coding	Ppp1r16a	UTR5	ENSMUST00000037551.14
CDS (ENSMUST00000037551.14, CDS 10 of 10, 375bp)	chr15	76694326	76694919	594	chr15:76694326-76694919|Locus_15640	group1	protein_coding	Ppp1r16a	CDS	ENSMUST00000037551.14
CDS (ENSMUST00000037607.10, CDS 17 of 17, 181bp)	chr4	32019520	32019894	375	chr4:32019520-32019894|Locus_9661	group1	protein_coding	Map3k7	CDS	ENSMUST00000037607.10
UTR3 (ENSMUST00000037607.10)	chr4	32020195	32020244	50	chr4:32020195-32020244|Locus_9662	group1	protein_coding	Map3k7	UTR3	ENSMUST00000037607.10
UTR3 (ENSMUST00000037607.10)	chr4	32023020	32023444	425	chr4:32023020-32023444|Locus_9663	group1	protein_coding	Map3k7	UTR3	ENSMUST00000037607.10
UTR3 (ENSMUST00000037609.7)	chr8	25944553	25945027	475	chr8:25944553-25945027|Locus_11875	group1	protein_coding	Hgsnat	UTR3	ENSMUST00000037609.7
Promoter (ENSMUST00000037615.6)	chr13	24937832	24937906	75	chr13:24937832-24937906|Locus_11705	group1	protein_coding	Aldh5a1	Promoter	ENSMUST00000037615.6
Intron (ENSMUST00000037615.6, intron 9 of 9)	chr13	24911840	24912114	275	chr13:24911840-24912114|Locus_15695	group1	protein_coding	Aldh5a1	Intron	ENSMUST00000037615.6
UTR3 (ENSMUST00000037633.14)	chr16	11136992	11137216	225	chr16:11136992-11137216|Locus_1042	group1	protein_coding	Zc3h7a	UTR3	ENSMUST00000037633.14
UTR3 (ENSMUST00000037636.3)	chr19	47025113	47025262	150	chr19:47025113-47025262|Locus_7202	group1	protein_coding	Ina	UTR3	ENSMUST00000037636.3
CDS (ENSMUST00000037649.5, CDS 24 of 24, 237bp)	chr1	127942490	127942764	275	chr1:127942490-127942764|Locus_7233	group1	protein_coding	Rab3gap1	CDS	ENSMUST00000037649.5
CDS (ENSMUST00000037666.5, CDS 1 of 3, 2986bp)	chr8	35588498	35588822	325	chr8:35588498-35588822|Locus_11871	group1	protein_coding	Mfhas1	CDS	ENSMUST00000037666.5
CDS (ENSMUST00000037666.5, CDS 1 of 3, 2986bp)	chr8	35589273	35607340	18068	chr8:35589273-35607340|Locus_11872	group1	protein_coding	Mfhas1	CDS	ENSMUST00000037666.5
CDS (ENSMUST00000037666.5, CDS 3 of 3, 34bp)	chr8	35676759	35677183	425	chr8:35676759-35677183|Locus_11873	group1	protein_coding	Mfhas1	CDS	ENSMUST00000037666.5
UTR3 (ENSMUST00000037687.7)	chrX	134304927	134305126	200	chrX:134304927-134305126|Locus_13942	group1	protein_coding	Tmem35a	UTR3	ENSMUST00000037687.7
CDS (ENSMUST00000037783.6, CDS 10 of 11, 153bp)	chr6	91898289	91899605	1317	chr6:91898289-91899605|Locus_8075	group1	protein_coding	Ccdc174	CDS	ENSMUST00000037783.6
CDS (ENSMUST00000037788.5, CDS 2 of 21, 115bp)	chr12	87108911	87110070	1160	chr12:87108911-87110070|Locus_6473	group1	protein_coding	Pomt2	CDS	ENSMUST00000037788.5
CDS (ENSMUST00000037813.4, CDS 1 of 2, 723bp)	chr10	74990894	74992118	1225	chr10:74990894-74992118|Locus_3061	group1	protein_coding	Gnaz	CDS	ENSMUST00000037813.4
CDS (ENSMUST00000037813.4, CDS 2 of 2, 345bp)	chr10	75014971	75015420	450	chr10:75014971-75015420|Locus_3062	group1	protein_coding	Gnaz	CDS	ENSMUST00000037813.4
UTR3 (ENSMUST00000037813.4)	chr10	75015471	75016095	625	chr10:75015471-75016095|Locus_3063	group1	protein_coding	Gnaz	UTR3	ENSMUST00000037813.4
UTR3 (ENSMUST00000037813.4)	chr10	75016471	75016520	50	chr10:75016471-75016520|Locus_3064	group1	protein_coding	Gnaz	UTR3	ENSMUST00000037813.4
CDS (ENSMUST00000037820.2, CDS 1 of 1, 756bp)	chr4	62499083	62499707	625	chr4:62499083-62499707|Locus_15562	group1	protein_coding	Hdhd3	CDS	ENSMUST00000037820.2
CDS (ENSMUST00000037827.9, CDS 5 of 8, 737bp)	chr4	150638190	150638364	175	chr4:150638190-150638364|Locus_9258	group1	protein_coding	Slc45a1	CDS	ENSMUST00000037827.9
CDS (ENSMUST00000037828.7, CDS 1 of 9, 148bp)	chr4	134746804	134747178	375	chr4:134746804-134747178|Locus_3	group1	protein_coding	Ldlrap1	CDS	ENSMUST00000037828.7
UTR3 (ENSMUST00000037828.7)	chr4	134746679	134746778	100	chr4:134746679-134746778|Locus_4	group1	protein_coding	Ldlrap1	UTR3	ENSMUST00000037828.7
CDS (ENSMUST00000037843.6, CDS 1 of 3, 351bp)	chr16	4875553	4875602	50	chr16:4875553-4875602|Locus_5463	group1	protein_coding	Ubald1	CDS	ENSMUST00000037843.6
UTR5 (ENSMUST00000037850.5)	chr18	53176316	53176365	50	chr18:53176316-53176365|Locus_14053	group1	protein_coding	Snx2	UTR5	ENSMUST00000037850.5
CDS (ENSMUST00000037853.4, CDS 8 of 8, 126bp)	chr9	53399726	53400125	400	chr9:53399726-53400125|Locus_14281	group1	protein_coding	Kdelc2	CDS	ENSMUST00000037853.4
UTR3 (ENSMUST00000037865.12)	chr5	124721905	124722104	200	chr5:124721905-124722104|Locus_6602	group1	protein_coding	Atp6v0a2	UTR3	ENSMUST00000037865.12
UTR3 (ENSMUST00000037865.12)	chr5	124722405	124722654	250	chr5:124722405-124722654|Locus_6603	group1	protein_coding	Atp6v0a2	UTR3	ENSMUST00000037865.12
UTR3 (ENSMUST00000037865.12)	chr5	124724155	124724454	300	chr5:124724155-124724454|Locus_6604	group1	protein_coding	Atp6v0a2	UTR3	ENSMUST00000037865.12
CDS (ENSMUST00000037906.5, CDS 1 of 1, 936bp)	chr1	119910190	119910789	600	chr1:119910190-119910789|Locus_13172	group1	protein_coding	Tmem177	CDS	ENSMUST00000037906.5
CDS (ENSMUST00000037906.5, CDS 1 of 1, 936bp)	chr1	119910065	119910114	50	chr1:119910065-119910114|Locus_13173	group1	protein_coding	Tmem177	CDS	ENSMUST00000037906.5
CDS (ENSMUST00000037906.5, CDS 1 of 1, 936bp)	chr1	119909765	119910039	275	chr1:119909765-119910039|Locus_13174	group1	protein_coding	Tmem177	CDS	ENSMUST00000037906.5
CDS (ENSMUST00000037907.12, CDS 1 of 18, 297bp)	chr4	40205723	40206022	300	chr4:40205723-40206022|Locus_7807	group1	protein_coding	Ddx58	CDS	ENSMUST00000037907.12
CDS (ENSMUST00000037912.11, CDS 14 of 15, 835bp)	chr11	77449670	77449944	275	chr11:77449670-77449944|Locus_8592	group1	protein_coding	Ssh2	CDS	ENSMUST00000037912.11
CDS (ENSMUST00000037912.11, CDS 15 of 15, 2091bp)	chr11	77453487	77455561	2075	chr11:77453487-77455561|Locus_8593	group1	protein_coding	Ssh2	CDS	ENSMUST00000037912.11
UTR3 (ENSMUST00000037912.11)	chr11	77457812	77458061	250	chr11:77457812-77458061|Locus_8594	group1	protein_coding	Ssh2	UTR3	ENSMUST00000037912.11
CDS (ENSMUST00000037915.8, CDS 1 of 9, 774bp)	chr11	98796216	98798714	2499	chr11:98796216-98798714|Locus_4709	group1	protein_coding	Msl1	CDS	ENSMUST00000037915.8
CDS (ENSMUST00000037915.8, CDS 2 of 9, 224bp)	chr11	98799177	98800862	1686	chr11:98799177-98800862|Locus_4710	group1	protein_coding	Msl1	CDS	ENSMUST00000037915.8
CDS (ENSMUST00000037947.14, CDS 1 of 3, 631bp)	chr3	95659388	95661258	1871	chr3:95659388-95661258|Locus_3932	group1	protein_coding	Mcl1	CDS	ENSMUST00000037947.14
CDS (ENSMUST00000037955.13, CDS 1 of 2, 1117bp)	chr8	117663399	117663748	350	chr8:117663399-117663748|Locus_15821	group1	protein_coding	Sdr42e1	CDS	ENSMUST00000037955.13
UTR3 (ENSMUST00000037955.13)	chr8	117662299	117662598	300	chr8:117662299-117662598|Locus_15822	group1	protein_coding	Sdr42e1	UTR3	ENSMUST00000037955.13
UTR3 (ENSMUST00000037955.13)	chr8	117661799	117661848	50	chr8:117661799-117661848|Locus_15823	group1	protein_coding	Sdr42e1	UTR3	ENSMUST00000037955.13
CDS (ENSMUST00000037958.13, CDS 22 of 22, 875bp)	chr3	122014139	122015013	875	chr3:122014139-122015013|Locus_6059	group1	protein_coding	Arhgap29	CDS	ENSMUST00000037958.13
CDS (ENSMUST00000037968.9, CDS 1 of 15, 703bp)	chr7	98888071	98899677	11607	chr7:98888071-98899677|Locus_16762	group1	protein_coding	Uvrag	CDS	ENSMUST00000037968.9
CDS (ENSMUST00000037968.9, CDS 1 of 15, 703bp)	chr7	98887596	98887895	300	chr7:98887596-98887895|Locus_16763	group1	protein_coding	Uvrag	CDS	ENSMUST00000037968.9
CDS (ENSMUST00000037977.14, CDS 8 of 8, 29bp)	chr9	73015305	73015579	275	chr9:73015305-73015579|Locus_12248	group1	protein_coding	Ccpg1	CDS	ENSMUST00000037977.14
CDS (ENSMUST00000037977.14, CDS 6 of 8, 116bp)	chr9	73008694	73013404	4711	chr9:73008694-73013404|Locus_12249	group1	protein_coding	Ccpg1	CDS	ENSMUST00000037977.14
CDS (ENSMUST00000037977.14, CDS 7 of 8, 1063bp)	chr9	73012197	73013396	1200	chr9:73012197-73013396|Locus_13992	group1	protein_coding	Ccpg1	CDS	ENSMUST00000037977.14
CDS (ENSMUST00000037977.14, CDS 8 of 8, 29bp)	chr9	73015306	73015580	275	chr9:73015306-73015580|Locus_13993	group1	protein_coding	Ccpg1	CDS	ENSMUST00000037977.14
CDS (ENSMUST00000038014.10, CDS 1 of 14, 376bp)	chr4	141763314	141763863	550	chr4:141763314-141763863|Locus_6039	group1	protein_coding	Dnajc16	CDS	ENSMUST00000038014.10
UTR3 (ENSMUST00000038014.10)	chr4	141762014	141762638	625	chr4:141762014-141762638|Locus_6040	group1	protein_coding	Dnajc16	UTR3	ENSMUST00000038014.10
CDS (ENSMUST00000038027.5, CDS 1 of 18, 136bp)	chr7	34202355	34202454	100	chr7:34202355-34202454|Locus_3089	group1	protein_coding	Gpi1	CDS	ENSMUST00000038027.5
CDS (ENSMUST00000038038.7, CDS 2 of 2, 1087bp)	chr11	83069790	83069964	175	chr11:83069790-83069964|Locus_5304	group1	protein_coding	Slfn2	CDS	ENSMUST00000038038.7
CDS (ENSMUST00000038039.2, CDS 7 of 7, 276bp)	chr13	24841218	24841342	125	chr13:24841218-24841342|Locus_12299	group1	protein_coding	Tdp2	CDS	ENSMUST00000038039.2
CDS (ENSMUST00000038091.7, CDS 6 of 7, 484bp)	chr1	180862413	180866417	4005	chr1:180862413-180866417|Locus_5598	group1	protein_coding	Sde2	CDS	ENSMUST00000038091.7
CDS (ENSMUST00000038096.7, CDS 6 of 6, 339bp)	chr11	121429569	121429643	75	chr11:121429569-121429643|Locus_8629	group1	protein_coding	Fn3krp	CDS	ENSMUST00000038096.7
CDS (ENSMUST00000038101.3, CDS 1 of 2, 1073bp)	chr13	54214479	54214953	475	chr13:54214479-54214953|Locus_3260	group1	protein_coding	Hrh2	CDS	ENSMUST00000038101.3
UTR5 (ENSMUST00000038104.11)	chr13	100103916	100104065	150	chr13:100103916-100104065|Locus_12143	group1	protein_coding	Bdp1	UTR5	ENSMUST00000038104.11
CDS (ENSMUST00000038104.11, CDS 23 of 39, 1213bp)	chr13	100061113	100061462	350	chr13:100061113-100061462|Locus_12144	group1	protein_coding	Bdp1	CDS	ENSMUST00000038104.11
CDS (ENSMUST00000038104.11, CDS 23 of 39, 1213bp)	chr13	100060713	100061087	375	chr13:100060713-100061087|Locus_12145	group1	protein_coding	Bdp1	CDS	ENSMUST00000038104.11
CDS (ENSMUST00000038104.11, CDS 23 of 39, 1213bp)	chr13	100060588	100060687	100	chr13:100060588-100060687|Locus_12146	group1	protein_coding	Bdp1	CDS	ENSMUST00000038104.11
CDS (ENSMUST00000038104.11, CDS 23 of 39, 1213bp)	chr13	100060513	100060562	50	chr13:100060513-100060562|Locus_12147	group1	protein_coding	Bdp1	CDS	ENSMUST00000038104.11
CDS (ENSMUST00000038107.8, CDS 1 of 1, 810bp)	chr10	17724499	17724973	475	chr10:17724499-17724973|Locus_4035	group1	protein_coding	Cited2	CDS	ENSMUST00000038107.8
UTR3 (ENSMUST00000038107.8)	chr10	17725224	17725448	225	chr10:17725224-17725448|Locus_4036	group1	protein_coding	Cited2	UTR3	ENSMUST00000038107.8
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65987282	65987456	175	chr17:65987282-65987456|Locus_1064	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65986807	65987106	300	chr17:65986807-65987106|Locus_1065	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65986007	65986606	600	chr17:65986007-65986606|Locus_1066	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65985457	65985981	525	chr17:65985457-65985981|Locus_1067	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65983582	65984181	600	chr17:65983582-65984181|Locus_1068	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
CDS (ENSMUST00000038116.11, CDS 5 of 12, 4658bp)	chr17	65983132	65983481	350	chr17:65983132-65983481|Locus_1069	group1	protein_coding	Ankrd12	CDS	ENSMUST00000038116.11
UTR3 (ENSMUST00000038116.11)	chr17	65967548	65968197	650	chr17:65967548-65968197|Locus_1070	group1	protein_coding	Ankrd12	UTR3	ENSMUST00000038116.11
Intron (ENSMUST00000038121.4, intron 1 of 1)	chr12	40223533	40224897	1365	chr12:40223533-40224897|Locus_12873	group1	antisense_RNA	Gm7008	Intron	ENSMUST00000038121.4
UTR3 (ENSMUST00000038149.12)	chr17	34597220	34597394	175	chr17:34597220-34597394|Locus_1057	group1	protein_coding	Pbx2	UTR3	ENSMUST00000038149.12
CDS (ENSMUST00000038160.5, CDS 1 of 2, 862bp)	chr10	97568416	97568465	50	chr10:97568416-97568465|Locus_3722	group1	protein_coding	Lum	CDS	ENSMUST00000038160.5
CDS (ENSMUST00000038163.7, CDS 1 of 2, 1276bp)	chr7	16959854	16961120	1267	chr7:16959854-16961120|Locus_15140	group1	protein_coding	Pnmal1	CDS	ENSMUST00000038163.7
CDS (ENSMUST00000038163.7, CDS 1 of 2, 1276bp)	chr7	16961171	16961220	50	chr7:16961171-16961220|Locus_15141	group1	protein_coding	Pnmal1	CDS	ENSMUST00000038163.7
CDS (ENSMUST00000038163.7, CDS 1 of 2, 1276bp)	chr7	16961271	16962367	1097	chr7:16961271-16962367|Locus_15142	group1	protein_coding	Pnmal1	CDS	ENSMUST00000038163.7
CDS (ENSMUST00000038166.7, CDS 20 of 22, 839bp)	chr17	80274983	80275582	600	chr17:80274983-80275582|Locus_1082	group1	protein_coding	Dhx57	CDS	ENSMUST00000038166.7
UTR3 (ENSMUST00000038166.7)	chr17	80238459	80238758	300	chr17:80238459-80238758|Locus_1083	group1	protein_coding	Dhx57	UTR3	ENSMUST00000038166.7
CDS (ENSMUST00000038172.14, CDS 16 of 16, 570bp)	chr15	12269506	12270305	800	chr15:12269506-12270305|Locus_9799	group1	protein_coding	Mtmr12	CDS	ENSMUST00000038172.14
CDS (ENSMUST00000038185.9, CDS 4 of 8, 332bp)	chr12	80489433	80490829	1397	chr12:80489433-80490829|Locus_17291	group1	protein_coding	Exd2	CDS	ENSMUST00000038185.9
CDS (ENSMUST00000038185.9, CDS 7 of 8, 357bp)	chr12	80492607	80492706	100	chr12:80492607-80492706|Locus_17292	group1	protein_coding	Exd2	CDS	ENSMUST00000038185.9
CDS (ENSMUST00000038185.9, CDS 7 of 8, 357bp)	chr12	80492857	80497063	4207	chr12:80492857-80497063|Locus_17293	group1	protein_coding	Exd2	CDS	ENSMUST00000038185.9
CDS (ENSMUST00000038193.14, CDS 1 of 26, 236bp)	chr8	111450272	111451021	750	chr8:111450272-111451021|Locus_10509	group1	protein_coding	Wdr59	CDS	ENSMUST00000038193.14
CDS (ENSMUST00000038213.13, CDS 2 of 28, 221bp)	chr10	9760272	9762761	2490	chr10:9760272-9762761|Locus_16807	group1	protein_coding	Stxbp5	CDS	ENSMUST00000038213.13
UTR3 (ENSMUST00000038217.13)	chr10	127190428	127190727	300	chr10:127190428-127190727|Locus_16959	group1	protein_coding	Dtx3	UTR3	ENSMUST00000038217.13
CDS (ENSMUST00000038227.5, CDS 1 of 2, 984bp)	chr1	173332340	173332514	175	chr1:173332340-173332514|Locus_2467	group1	protein_coding	Ackr1	CDS	ENSMUST00000038227.5
CDS (ENSMUST00000038228.10, CDS 3 of 8, 102bp)	chr2	134599922	134600935	1014	chr2:134599922-134600935|Locus_11955	group1	protein_coding	Tmx4	CDS	ENSMUST00000038228.10
CDS (ENSMUST00000038228.10, CDS 1 of 8, 341bp)	chr2	134598460	134599096	637	chr2:134598460-134599096|Locus_11956	group1	protein_coding	Tmx4	CDS	ENSMUST00000038228.10
CDS (ENSMUST00000038252.3, CDS 1 of 1, 1269bp)	chr1	143640939	143647226	6288	chr1:143640939-143647226|Locus_9796	group1	protein_coding	B3galt2	CDS	ENSMUST00000038252.3
CDS (ENSMUST00000038252.3, CDS 1 of 1, 1269bp)	chr1	143647327	143647451	125	chr1:143647327-143647451|Locus_9797	group1	protein_coding	B3galt2	CDS	ENSMUST00000038252.3
UTR3 (ENSMUST00000038275.10)	chr13	45410515	45410864	350	chr13:45410515-45410864|Locus_6521	group1	protein_coding	Mylip	UTR3	ENSMUST00000038275.10
UTR3 (ENSMUST00000038281.5)	chr16	10530228	10531639	1412	chr16:10530228-10531639|Locus_12690	group1	protein_coding	Dexi	UTR3	ENSMUST00000038281.5
CDS (ENSMUST00000038287.6, CDS 4 of 4, 407bp)	chr19	53541109	53541208	100	chr19:53541109-53541208|Locus_9027	group1	protein_coding	Dusp5	CDS	ENSMUST00000038287.6
CDS (ENSMUST00000038287.6, CDS 4 of 4, 407bp)	chr19	53541234	53541283	50	chr19:53541234-53541283|Locus_9028	group1	protein_coding	Dusp5	CDS	ENSMUST00000038287.6
CDS (ENSMUST00000038287.6, CDS 4 of 4, 407bp)	chr19	53541309	53542008	700	chr19:53541309-53542008|Locus_9029	group1	protein_coding	Dusp5	CDS	ENSMUST00000038287.6
CDS (ENSMUST00000038332.8, CDS 2 of 2, 755bp)	chr7	43676924	43677223	300	chr7:43676924-43677223|Locus_8182	group1	protein_coding	Ctu1	CDS	ENSMUST00000038332.8
UTR3 (ENSMUST00000038332.8)	chr7	43677674	43677723	50	chr7:43677674-43677723|Locus_8183	group1	protein_coding	Ctu1	UTR3	ENSMUST00000038332.8
CDS (ENSMUST00000038356.12, CDS 12 of 13, 67bp)	chr3	89781828	89782671	844	chr3:89781828-89782671|Locus_14759	group1	protein_coding	Ube2q1	CDS	ENSMUST00000038356.12
UTR3 (ENSMUST00000038356.12)	chr3	89782947	89783946	1000	chr3:89782947-89783946|Locus_14760	group1	protein_coding	Ube2q1	UTR3	ENSMUST00000038356.12
Promoter (ENSMUST00000038356.12)	chr3	89772525	89773049	525	chr3:89772525-89773049|Locus_15824	group1	protein_coding	Ube2q1	Promoter	ENSMUST00000038356.12
CDS (ENSMUST00000038361.10, CDS 15 of 16, 158bp)	chr1	127479617	127483095	3479	chr1:127479617-127483095|Locus_1182	group1	protein_coding	Mgat5	CDS	ENSMUST00000038361.10
UTR5 (ENSMUST00000038364.14)	chr3	76074520	76074569	50	chr3:76074520-76074569|Locus_5949	group1	protein_coding	Fstl5	UTR5	ENSMUST00000038364.14
CDS (ENSMUST00000038364.14, CDS 15 of 15, 703bp)	chr3	76707477	76708251	775	chr3:76707477-76708251|Locus_5950	group1	protein_coding	Fstl5	CDS	ENSMUST00000038364.14
CDS (ENSMUST00000038368.8, CDS 2 of 2, 42bp)	chr2	152736976	152737300	325	chr2:152736976-152737300|Locus_3326	group1	protein_coding	Id1	CDS	ENSMUST00000038368.8
CDS (ENSMUST00000038377.8, CDS 2 of 2, 368bp)	chr10	96617762	96618733	972	chr10:96617762-96618733|Locus_2075	group1	protein_coding	Btg1	CDS	ENSMUST00000038377.8
CDS (ENSMUST00000038379.3, CDS 8 of 8, 163bp)	chr19	10540717	10540916	200	chr19:10540717-10540916|Locus_9871	group1	protein_coding	Cpsf7	CDS	ENSMUST00000038379.3
